sequence_record_id,associated_pathogen_record_id,associated_rodent_record_id,study_id,sequenceType,virus_clean,matched_virus,original_name,accession_number,country,eventDate,species,host_genus,gbif_id,coordinate_resolution,decimalLatitude,decimalLongitude,n_assayed,n_positive,n_negative,version
david_2088,david_44752,david_35919,david_130,Pathogen,Orthohantavirus tatenalense,Orthohantavirus tatenalense,Orthohantavirus tatenalense,MK883760,UK,2013-06/2016-07,Microtus agrestis,Microtus,2438616,site,53.2273,-2.8844,119,12,107,v3
david_2089,david_44750,david_35917,david_130,Pathogen,Orthohantavirus tatenalense,Orthohantavirus tatenalense,Orthohantavirus tatenalense,MK883761,UK,2013-05/2014-10,Microtus agrestis,Microtus,2438616,site,52.6524,-1.5291,12,1,11,v3
david_2090,david_44755,david_35922,david_131,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,MN183133,China,2016,Microtus arvalis,Microtus,2438606,NA,43.84,81.15,259,40,219,v3
david_2091,david_44755,david_35922,david_131,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,MN183134,China,2016,Microtus arvalis,Microtus,2438606,NA,43.84,81.15,259,40,219,v3
david_2092,david_44755,david_35922,david_131,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,MN183135,China,2016,Microtus arvalis,Microtus,2438606,NA,43.84,81.15,259,40,219,v3
david_2093,david_44755,david_35922,david_131,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,MN183136,China,2016,Microtus arvalis,Microtus,2438606,NA,43.84,81.15,259,40,219,v3
david_2094,david_44755,david_35922,david_131,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,MN183137,China,2016,Microtus arvalis,Microtus,2438606,NA,43.84,81.15,259,40,219,v3
david_2095,david_44755,david_35922,david_131,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,MN183138,China,2016,Microtus arvalis,Microtus,2438606,NA,43.84,81.15,259,40,219,v3
david_2096,david_44755,david_35922,david_131,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,MN183139,China,2016,Microtus arvalis,Microtus,2438606,NA,43.84,81.15,259,40,219,v3
david_2097,david_44755,david_35922,david_131,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,MN183140,China,2016,Microtus arvalis,Microtus,2438606,NA,43.84,81.15,259,40,219,v3
david_2102,david_44755,david_35922,david_131,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,MN052670,China,2016,Microtus arvalis,Microtus,2438606,NA,43.84,81.15,259,40,219,v3
david_2103,david_44755,david_35922,david_131,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,MN052671,China,2016,Microtus arvalis,Microtus,2438606,NA,43.84,81.15,259,40,219,v3
david_2104,david_44755,david_35922,david_131,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,MN052672,China,2016,Microtus arvalis,Microtus,2438606,NA,43.84,81.15,259,40,219,v3
david_2105,david_44755,david_35922,david_131,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,MN052673,China,2016,Microtus arvalis,Microtus,2438606,NA,43.84,81.15,259,40,219,v3
david_2106,david_44870,david_36037,david_132,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT885159,China,2014,Apodemus agrarius,Apodemus,2437761,county,47.65,132.5,46,3,43,v3
david_2107,david_44870,david_36037,david_132,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT885160,China,2014,Apodemus agrarius,Apodemus,2437761,county,47.65,132.5,46,3,43,v3
david_2108,david_44870,david_36037,david_132,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT885161,China,2014,Apodemus agrarius,Apodemus,2437761,county,47.65,132.5,46,3,43,v3
david_2109,david_44894,david_36061,david_132,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT885162,China,2014,Apodemus agrarius,Apodemus,2437761,county,46.798,134.014,23,3,20,v3
david_2110,david_44894,david_36061,david_132,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT885163,China,2014,Apodemus agrarius,Apodemus,2437761,county,46.798,134.014,23,3,20,v3
david_2111,david_44834,david_36001,david_132,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT885164,China,2014,Apodemus agrarius,Apodemus,2437761,county,45.53,131.85,51,1,50,v3
david_2112,david_44822,david_35989,david_132,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT885165,China,2014,Apodemus agrarius,Apodemus,2437761,prefecture,44.55,129.63,21,0,21,v3
david_2113,david_44774,david_35941,david_132,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT885166,China,2014,Apodemus agrarius,Apodemus,2437761,county,48.7,130.1,43,1,42,v3
david_2114,david_44846,david_36013,david_132,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT885167,China,2014,Apodemus agrarius,Apodemus,2437761,prefecture,45.76,126.64,36,4,32,v3
david_2115,david_44810,david_35977,david_132,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT885168,China,2014,Apodemus agrarius,Apodemus,2437761,county,45.77,132.93,21,4,17,v3
david_2116,david_44799,david_35966,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885169,China,2014,Rattus norvegicus,Rattus,2439261,county,44.12,130.82,14,5,9,v3
david_2117,david_44799,david_35966,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885170,China,2014,Rattus norvegicus,Rattus,2439261,county,44.12,130.82,14,5,9,v3
david_2118,david_44799,david_35966,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885171,China,2014,Rattus norvegicus,Rattus,2439261,county,44.12,130.82,14,5,9,v3
david_2119,david_44799,david_35966,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885172,China,2014,Rattus norvegicus,Rattus,2439261,county,44.12,130.82,14,5,9,v3
david_2120,david_44799,david_35966,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885173,China,2014,Rattus norvegicus,Rattus,2439261,county,44.12,130.82,14,5,9,v3
david_2121,david_44799,david_35966,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885174,China,2014,Rattus norvegicus,Rattus,2439261,county,44.12,130.82,14,5,9,v3
david_2122,david_44847,david_36014,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885175,China,2014,Rattus norvegicus,Rattus,2439261,prefecture,45.76,126.64,18,0,18,v3
david_2123,david_44847,david_36014,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885176,China,2014,Rattus norvegicus,Rattus,2439261,prefecture,45.76,126.64,18,0,18,v3
david_2124,david_44847,david_36014,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885177,China,2014,Rattus norvegicus,Rattus,2439261,prefecture,45.76,126.64,18,0,18,v3
david_2125,david_44787,david_35954,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885178,China,2014,Rattus norvegicus,Rattus,2439261,prefecture,46.8,130.3,43,4,39,v3
david_2126,david_44787,david_35954,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885179,China,2014,Rattus norvegicus,Rattus,2439261,prefecture,46.8,130.3,43,4,39,v3
david_2127,david_44787,david_35954,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885180,China,2014,Rattus norvegicus,Rattus,2439261,prefecture,46.8,130.3,43,4,39,v3
david_2128,david_44787,david_35954,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885181,China,2014,Rattus norvegicus,Rattus,2439261,prefecture,46.8,130.3,43,4,39,v3
david_2129,david_44823,david_35990,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885182,China,2014,Rattus norvegicus,Rattus,2439261,prefecture,44.55,129.63,6,2,4,v3
david_2130,david_44895,david_36062,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885183,China,2014,Rattus norvegicus,Rattus,2439261,county,46.798,134.014,22,3,19,v3
david_2131,david_44895,david_36062,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885184,China,2014,Rattus norvegicus,Rattus,2439261,county,46.798,134.014,22,3,19,v3
david_2132,david_44895,david_36062,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885185,China,2014,Rattus norvegicus,Rattus,2439261,county,46.798,134.014,22,3,19,v3
david_2133,david_44895,david_36062,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885186,China,2014,Rattus norvegicus,Rattus,2439261,county,46.798,134.014,22,3,19,v3
david_2134,david_44871,david_36038,david_132,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KT885187,China,2014,Rattus norvegicus,Rattus,2439261,county,47.65,132.5,11,1,10,v3
david_2151,david_44906,david_36073,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640562,Nigeria,2011-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7729,6.092,6,6,0,v3
david_2152,david_44906,david_36073,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640563,Nigeria,2011-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7729,6.092,6,6,0,v3
david_2153,david_44906,david_36073,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640564,Nigeria,2011-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7729,6.092,6,6,0,v3
david_2154,david_44906,david_36073,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640565,Nigeria,2011-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7729,6.092,6,6,0,v3
david_2155,david_44906,david_36073,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640566,Nigeria,2011-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7729,6.092,6,6,0,v3
david_2156,david_44906,david_36073,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640567,Nigeria,2011-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7729,6.092,6,6,0,v3
david_2157,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640568,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2158,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640569,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2159,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640570,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2160,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640571,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2161,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640572,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2162,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640573,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2163,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640574,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2164,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640575,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2165,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640576,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2166,david_44908,david_36075,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP640577,Nigeria,2013-03,Mastomys natalensis,Mastomys,2438911,village,8.824,10.921,1,1,0,v3
david_2167,david_44906,david_36073,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688321,Nigeria,2011-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7729,6.092,6,6,0,v3
david_2168,david_44906,david_36073,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688322,Nigeria,2011-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7729,6.092,6,6,0,v3
david_2169,david_44906,david_36073,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688323,Nigeria,2011-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7729,6.092,6,6,0,v3
david_2170,david_44906,david_36073,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688324,Nigeria,2011-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7729,6.092,6,6,0,v3
david_2171,david_44906,david_36073,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688325,Nigeria,2011-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7729,6.092,6,6,0,v3
david_2172,david_44906,david_36073,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688326,Nigeria,2011-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7729,6.092,6,6,0,v3
david_2173,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688327,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2174,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688328,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2175,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688329,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2176,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688330,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2177,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688331,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2178,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688332,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2179,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688333,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2180,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688334,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2181,david_44907,david_36074,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688335,Nigeria,2012-03/10,Mastomys natalensis,Mastomys,2438911,village,6.7414,6.1049,9,9,0,v3
david_2182,david_44908,david_36075,david_133,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,Lassa mammarenaviridae,KP688336,Nigeria,2013-03,Mastomys natalensis,Mastomys,2438911,village,8.824,10.921,1,1,0,v3
david_2184,david_44926,david_36078,david_135,Pathogen,Orthohantavirus fugongense,Orthohantavirus fugongense,Fugong virus,KT899701,China,2012-08,Eothenomys eleusis,Eothenomys,10031398,county,26.9,98.87,94,21,73,v3
david_2185,david_44926,david_36078,david_135,Pathogen,Orthohantavirus fugongense,Orthohantavirus fugongense,Fugong virus,KT899702,China,2012-08,Eothenomys eleusis,Eothenomys,10031398,county,26.9,98.87,94,21,73,v3
david_2186,david_44926,david_36078,david_135,Pathogen,Orthohantavirus fugongense,Orthohantavirus fugongense,Fugong virus,KT899703,China,2012-08,Eothenomys eleusis,Eothenomys,10031398,county,26.9,98.87,94,21,73,v3
david_2187,david_45178,david_36093,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139527,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,54.1663091,13.3533678,1,1,0,v3
david_2188,david_45179,david_36094,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139528,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,54.17,13.26,32,12,20,v3
david_2189,david_45179,david_36094,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139529,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,54.17,13.26,32,12,20,v3
david_2190,david_45179,david_36094,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139530,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,54.17,13.26,32,12,20,v3
david_2191,david_45179,david_36094,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139531,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,54.17,13.26,32,12,20,v3
david_2192,david_45180,david_36095,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139532,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,54.0089374,13.6378924,6,1,5,v3
david_2193,david_45181,david_36096,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139533,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,54.1952187,13.287538,7,1,6,v3
david_2194,david_45183,david_36098,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139534,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,54.3693181,10.2666467,6,2,4,v3
david_2195,david_45183,david_36098,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139535,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,54.3693181,10.2666467,6,2,4,v3
david_2196,david_45184,david_36099,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139536,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.5328328,9.9351811,1,1,0,v3
david_2197,david_45186,david_36101,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139537,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,53.2359547,10.2441549,15,2,13,v3
david_2198,david_45186,david_36101,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139538,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,53.2359547,10.2441549,15,2,13,v3
david_2199,david_45187,david_36102,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139539,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.6328883,9.8851917,2,2,0,v3
david_2200,david_45187,david_36102,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139540,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.6328883,9.8851917,2,2,0,v3
david_2201,david_45190,david_36105,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139541,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.85183575,11.304079926096,19,3,16,v3
david_2202,david_45190,david_36105,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139542,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.85183575,11.304079926096,19,3,16,v3
david_2203,david_45191,david_36106,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139543,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.5467028,11.9119898248021,50,3,47,v3
david_2204,david_45191,david_36106,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139544,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.5467028,11.9119898248021,50,3,47,v3
david_2205,david_45191,david_36106,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139545,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.5467028,11.9119898248021,50,3,47,v3
david_2206,david_45271,david_36186,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139546,Germany,2004/2013,Microtus agrestis,Microtus,2438616,village,52.4,11.29,1,1,0,v3
david_2207,david_45193,david_36108,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139547,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.63,14.01,2,2,0,v3
david_2208,david_45194,david_36109,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139548,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,49.1825191,7.8961325,10,1,9,v3
david_2209,david_45195,david_36110,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139549,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.9851212,13.9744152,2,1,1,v3
david_2210,david_45274,david_36189,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139550,Germany,2004/2013,Microtus agrestis,Microtus,2438616,village,51.9851212,13.9744152,4,3,1,v3
david_2211,david_45274,david_36189,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139551,Germany,2004/2013,Microtus agrestis,Microtus,2438616,village,51.9851212,13.9744152,4,3,1,v3
david_2212,david_45274,david_36189,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139552,Germany,2004/2013,Microtus agrestis,Microtus,2438616,village,51.9851212,13.9744152,4,3,1,v3
david_2213,david_45197,david_36112,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139553,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,52.9042014,13.5328003,5,1,4,v3
david_2214,david_45198,david_36113,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139554,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.6186333,14.2840043,3,3,0,v3
david_2215,david_45198,david_36113,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139555,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.6186333,14.2840043,3,3,0,v3
david_2216,david_45198,david_36113,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139556,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.6186333,14.2840043,3,3,0,v3
david_2217,david_45199,david_36114,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139557,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.6168265,14.4134519,20,6,14,v3
david_2218,david_45201,david_36116,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139558,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,52.47298375,13.1415464099204,7,1,6,v3
david_2219,david_45204,david_36119,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139559,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.0434199,13.8779892,32,4,28,v3
david_2220,david_45204,david_36119,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139560,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.0434199,13.8779892,32,4,28,v3
david_2221,david_45207,david_36122,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139561,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.1811385,14.8711,1,1,0,v3
david_2222,david_45209,david_36124,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139562,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.3845926,14.4052355,3,2,1,v3
david_2223,david_45209,david_36124,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139563,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,51.3845926,14.4052355,3,2,1,v3
david_2224,david_45215,david_36130,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139564,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,50.9420711,10.7464594,4,3,1,v3
david_2225,david_45215,david_36130,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139565,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,50.9420711,10.7464594,4,3,1,v3
david_2226,david_45216,david_36131,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139566,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,50.9419547,10.6817603,37,9,28,v3
david_2227,david_45216,david_36131,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139567,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,50.9419547,10.6817603,37,9,28,v3
david_2228,david_45216,david_36131,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139568,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,50.9419547,10.6817603,37,9,28,v3
david_2229,david_45216,david_36131,david_136,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KU139569,Germany,2004/2013,Microtus arvalis,Microtus,2438606,village,50.9419547,10.6817603,37,9,28,v3
